,FacilityID,FacilityRa,Name,IncidentCu,FacilityCu,IncidentID,StartTime,EndTime,StartTimeU,EndTimeUTC,Total_Minu,Total_Trav,Total_Mile,Total_Kilo,Total_Time,Total_Walk,Total_Truc,Total_Tr_1,Shape_Leng,geometry,sg_unpack_idx,customer_PlusCode,customer_Title,placekey,safegraph_place_id,latitude,longitude,open_hours,poi_cbg,visitor_home_cbg,cbg_visitor_name
190,"XWM3+8R Knoxville, Tennessee",1,"470930060032 - XWM3+8R Knoxville, Tennessee",1,1,470930060032,,,,,0.0,5.79266793324,0.0,4.74053253888,0.0,0.0,0.0,0.0,5851.61874379,"LINESTRING (2529373.976037229 612154.641435531, 2529423.503192734 611583.6066637719, 2529675.542401476 611096.9720721134, 2529857.370365076 610874.7627026977, 2530525.960085016 610268.7857696463, 2531064.373572478 610424.8807376917, 2532083.289687728 610823.3544525269, 2532332.484002768 610941.0752531246, 2532698.204310392 611152.0920335592, 2533018.633820839 611409.5614689797, 2533647.290799826 611942.4780649171, 2533817.101761198 611730.9810221936, 2534092.518696877 611263.0445602582, 2534161.181640408 611231.6183808114, 2534426.148100785 611298.6931997249, 2534765.971341955 611017.7082104504, 2534981.583630539 610734.2959724203, 2534561.664978933 610118.0506432838, 2534301.199981611 609668.7686124201, 2534248.560841028 609485.6947188351, 2534286.756283172 609348.0872919093, 2534426.795561524 609146.9346151974, 2534797.392761114 608655.3797097828, 2534891.504957404 608533.4304551098, 2535161.587910334 608189.1901126119, 2535706.085290445 607431.6248001609, 2535685.593797855 607420.3007826353, 2534616.349507951 606867.8003674918, 2534408.397642962 606758.1487758709, 2534068.543660875 606584.0262117258, 2533763.897355717 606425.1587280401, 2533643.755881505 606364.5589100086, 2533467.979790577 606273.7466237892, 2533274.667616859 606171.670627817, 2532934.871019295 605993.9220448914, 2532779.583917473 605914.4362760632, 2532551.12452823 605793.4758833118, 2532442.276025518 605736.6440486914)",1345,"XWM3+8R Knoxville, Tennessee",Ingles Markets,zzy-222@8g9-xpw-389,sg:0ea44d2ecb514729b09318aedb5d9d44,35.98337,-84.095471,,470930000000.0,470930060032,65.0
191,"3WJW+J8 Heiskell, Tennessee",1,"470930061021 - 3WJW+J8 Heiskell, Tennessee",1,2,470930061021,,,,,0.0,0.244964397048,0.0,0.216158374425,0.0,0.0,0.0,0.0,267.393117808,"LINESTRING (2543965.984726598 641473.1992286377, 2543646.15903169 641897.0031983291, 2543567.028642678 642011.9410222676, 2543546.57124012 642043.0483818015)",5708,"3WJW+J8 Heiskell, Tennessee",Heiskell Market & Deli,223-222@8g9-xnr-94v,sg:8e401308ac44413a8dbc290594791db1,36.081523,-84.054191,,470930000000.0,470930061021,19.0
192,"2XVW+RQ Powell, Tennessee",1,"470930061022 - 2XVW+RQ Powell, Tennessee",2,1,470930061022,,,,,0.0,6.77132814673,0.0,4.5996911859,0.0,0.0,0.0,0.0,5670.69933862,"LINESTRING (2551724.915257633 635829.0676405678, 2551884.136532407 635409.9231314505, 2552033.504453033 635332.8344460636, 2552228.096943023 635358.6075106065, 2552453.988129361 635151.9896406082, 2552691.496528509 635102.171293924, 2552892.160706045 635266.4295102375, 2553302.240193662 635161.8477282099, 2553426.342444164 635018.71731403, 2553515.101027938 634430.6703098459, 2552995.029957334 633979.5941506816, 2552205.247244431 633268.2134180566, 2552032.428736346 633188.2652909571, 2551885.986422022 633119.7732358, 2551621.585312896 632743.0599795156, 2551852.521293886 632580.2313627683, 2552025.178860277 632521.8171881187, 2552306.376787681 632505.6458766693, 2552757.073439009 632587.5662622588, 2553752.171608509 632065.1762637757, 2554001.74175476 631859.0494243017, 2554337.156697898 631356.1013505966, 2554616.864955206 630684.5428181138, 2554940.263846858 630337.9211611121, 2555458.516563775 629860.5394839611, 2555701.836824274 629672.5050163548, 2555824.643424864 629594.8963603295, 2555960.751333157 629444.7386151741, 2556056.886200227 629224.5902191773, 2556369.752469147 628815.8733776732, 2556481.703472021 628690.7138962428, 2556675.384102684 628472.5505869512, 2556893.01029454 628240.3118239982, 2557041.10124784 628083.1204673932, 2557144.843594232 628216.3071693004, 2557188.06950538 628271.8017893679, 2557566.60436814 628705.5043045012, 2557691.328611679 628824.5563506406, 2557993.160315119 629103.7808033272, 2558132.436950495 629234.0543285946, 2558323.949465775 629412.7268274616, 2558382.023551711 629464.8849739216, 2558483.584545346 629559.3437853463)",,,,,,,,,,,
193,"2XVW+RQ Powell, Tennessee",1,"470930061023 - 2XVW+RQ Powell, Tennessee",1,1,470930061023,,,,,0.0,2.69254446464,0.0,1.87183977117,0.0,0.0,0.0,0.0,2305.52262501,"LINESTRING (2557000.219785633 630879.7806304322, 2556862.756030519 631035.9832686761, 2556699.908025482 631047.2350419633, 2556579.990837689 630982.8997423417, 2555918.779567829 629764.2936816581, 2555824.643424864 629594.8963603295, 2555960.751333157 629444.7386151741, 2556056.886200227 629224.5902191773, 2556369.752469147 628815.8733776732, 2556481.703472021 628690.7138962428, 2556675.384102684 628472.5505869512, 2556893.01029454 628240.3118239982, 2557041.10124784 628083.1204673932, 2557144.843594232 628216.3071693004, 2557188.06950538 628271.8017893679, 2557566.60436814 628705.5043045012, 2557691.328611679 628824.5563506406, 2557993.160315119 629103.7808033272, 2558132.436950495 629234.0543285946, 2558323.949465775 629412.7268274616, 2558382.023551711 629464.8849739216, 2558483.584545346 629559.3437853463)",,,,,,,,,,,
194,"2WCX+GC Powell, Tennessee",1,"470930061031 - 2WCX+GC Powell, Tennessee",2,1,470930061031,,,,,0.0,4.53650726734,0.0,2.91087145792,0.0,0.0,0.0,0.0,3593.45543633,"LINESTRING (2547118.30958546 625434.9397762207, 2547337.488132765 625360.4952553266, 2548332.251785754 624714.1185227534, 2548445.130710943 624541.6147326521, 2548468.266634914 624272.647007112, 2548490.197703741 623916.2722520774, 2548506.254405015 623705.4182469134, 2548458.113796869 623598.8652182834, 2547762.28122118 623049.7040579861, 2547488.539507351 622836.6902285931, 2547567.807896537 622718.1249715606, 2547570.065970956 622605.3003739052, 2547519.533280618 622174.6560611769, 2547497.077181991 621966.6720316327, 2547454.610009533 621576.2398777591, 2547485.29657471 621372.9604463431, 2547847.465231229 620863.1940179825, 2547993.314828052 620669.5031353033, 2547772.041229943 620493.9474537845, 2547096.324210469 620265.6115465584, 2545647.434869568 619799.7620482898, 2544842.227567537 619591.1855250234)",,,,,,,,,,,
195,"2WCX+GC Powell, Tennessee",1,"470930061032 - 2WCX+GC Powell, Tennessee",2,1,470930061032,,,,,0.0,2.41307360579,0.0,1.55354368057,0.0,0.0,0.0,0.0,1911.85017934,"LINESTRING (2546066.277878453 622277.1295403771, 2546137.660296172 622208.9313411902, 2546305.954365794 621779.0180752107, 2546048.062158747 621511.7204967375, 2546007.855544614 621303.3838012464, 2546037.3698246 621158.3346881851, 2546126.014672194 621014.4662956238, 2546300.472280031 620868.6704417996, 2546687.80275965 620727.1285277114, 2547096.324210469 620265.6115465584, 2545647.434869568 619799.7620482898, 2544842.227567537 619591.1855250234)",,,,,,,,,,,
196,"2WCX+GC Powell, Tennessee",1,"470930061033 - 2WCX+GC Powell, Tennessee",2,2,470930061033,,,,,0.0,2.61606574033,0.0,1.79469866043,0.0,0.0,0.0,0.0,2224.21400542,"LINESTRING (2542300.027002554 623607.0630312568, 2542277.154361401 623595.7772198801, 2541883.325747056 623322.1805617469, 2541916.638157738 623282.7901035155, 2542282.796025391 622714.7799734448, 2542787.207075548 621887.3699033104, 2543221.397702274 621320.7215623978, 2543616.08522847 620807.9086764425, 2543852.991065651 620495.8562333309, 2544166.496025191 620050.6145511823, 2544212.220998966 619982.346176203, 2544575.072188058 619436.1441661665, 2544456.311428464 619309.9880772503, 2544575.072188058 619436.1441661665, 2544842.227567537 619591.1855250234)",,,,,,,,,,,
197,"2X93+55 Powell, Tennessee",1,"470930061041 - 2X93+55 Powell, Tennessee",1,1,470930061041,,,,,0.0,3.14255122668,0.0,3.10093485445,0.0,0.0,0.0,0.0,3833.23320712,"LINESTRING (2553762.189734724 621196.0975872702, 2553172.476136327 621833.2136541172, 2552708.044624292 621397.8391808689, 2552565.675271104 621271.1719702631, 2551596.102995677 620363.221447814, 2550892.696485678 619748.2966291965, 2550709.283716653 619602.6081287224, 2550354.03046787 619176.7524166266, 2549960.767787731 618728.2915671164, 2549521.207138388 618227.9336682928, 2549474.453730127 617757.3121362771, 2549367.64197882 617773.3724686652, 2549174.789602194 617802.2707439008, 2548907.797829338 617840.6059502217, 2546887.350736573 618142.4014319886, 2546252.413678311 618238.9460657062, 2546065.336513355 618275.261988311, 2545837.956771064 618342.83258307)",1258,"2X93+55 Powell, Tennessee",Food City,zzw-225@8g9-xn5-mkz,sg:3106c98a771a478fa9e336cb703c4e97,36.017901,-84.047098,,470930000000.0,470930061041,45.0
198,"2XVW+RQ Powell, Tennessee",1,"470930061042 - 2XVW+RQ Powell, Tennessee",2,1,470930061042,,,,,0.0,5.08945878468,0.0,4.40620718863,0.0,0.0,0.0,0.0,5443.55093234,"LINESTRING (2549073.93194833 629923.6827248713, 2549421.998935306 630237.4924067853, 2549631.070926504 630427.3820252186, 2549817.739490242 630554.9263272604, 2550157.041041494 630590.8751917931, 2550502.7918488 630747.1104376335, 2550302.529738292 631001.5915375014, 2550172.982813133 631268.4191248195, 2550069.525028519 631561.2583707665, 2550035.974335699 631906.4776837113, 2550041.811991939 631910.2360015749, 2550400.93313629 632135.9179108854, 2551220.277503345 632410.9239333109, 2551621.585312896 632743.0599795156, 2551852.521293886 632580.2313627683, 2552025.178860277 632521.8171881187, 2552306.376787681 632505.6458766693, 2552757.073439009 632587.5662622588, 2553752.171608509 632065.1762637757, 2554001.74175476 631859.0494243017, 2554337.156697898 631356.1013505966, 2554616.864955206 630684.5428181138, 2554940.263846858 630337.9211611121, 2555458.516563775 629860.5394839611, 2555701.836824274 629672.5050163548, 2555824.643424864 629594.8963603295, 2555960.751333157 629444.7386151741, 2556056.886200227 629224.5902191773, 2556369.752469147 628815.8733776732, 2556481.703472021 628690.7138962428, 2556675.384102684 628472.5505869512, 2556893.01029454 628240.3118239982, 2557041.10124784 628083.1204673932, 2557144.843594232 628216.3071693004, 2557188.06950538 628271.8017893679, 2557566.60436814 628705.5043045012, 2557691.328611679 628824.5563506406, 2557993.160315119 629103.7808033272, 2558132.436950495 629234.0543285946, 2558323.949465775 629412.7268274616, 2558382.023551711 629464.8849739216, 2558483.584545346 629559.3437853463)",,,,,,,,,,,
199,"33JG+97 Knoxville, Tennessee",1,"470930062021 - 33JG+97 Knoxville, Tennessee",2,1,470930062021,,,,,0.0,4.95021076587,0.0,3.04518277394,0.0,0.0,0.0,0.0,3764.26568672,"LINESTRING (2583887.959421475 649771.0400727591, 2583518.341706614 649366.2918890275, 2583191.947874406 649151.8059230305, 2582707.428340597 648730.0610972496, 2582507.875801152 648525.5606131095, 2582234.459964425 648181.131147672, 2581997.042073743 647950.3429383509, 2582128.07115496 647763.7864338725, 2581985.095172371 646981.5550550778, 2582217.932982363 646593.2579266895, 2582231.75751301 646498.8825893182, 2582183.62675475 646399.5510797, 2582627.688014502 646084.9226583992, 2582461.073489142 645859.2764237996, 2582185.140056478 645492.9484877111, 2582072.945917023 645348.5641388487, 2582018.364057527 645274.5839125972, 2581926.305839606 645156.1150963153, 2581528.833644393 644667.0594017038, 2581471.217780597 644596.6566970726, 2581313.062018631 644389.4027208176, 2581207.153043027 644226.9496213499, 2581034.815117777 643851.9061065512, 2581006.892582771 643774.8517990834, 2580914.929845292 643372.383309023, 2580897.179720934 643233.6458663355, 2580890.012844131 643153.3900077571, 2580888.677381815 643076.8987447242, 2580886.006411839 642923.9161462906, 2580890.039894211 642873.02649771, 2580906.611440436 642509.268287415, 2580920.870578655 642254.6938304474, 2580929.862830719 642109.2407653877, 2580991.827301888 642114.1944765153, 2580986.02038729 642248.791569429, 2580983.78460326 642354.3360126895, 2580979.13415654 642434.3413827522, 2580974.098248021 642532.5441595726, 2580973.327294317 642568.93884875, 2580970.16066337 642635.7530440332)",5396,"33JG+97 Knoxville, Tennessee",Food City,224-223@8g9-gx6-h89,sg:1b398841de7947d18fe70f3e8b4e6650,36.080977,-83.924362,,470930000000.0,470930062021,4.0
200,"33M8+P9 Knoxville, Tennessee",1,"470930062022 - 33M8+P9 Knoxville, Tennessee",2,1,470930062022,,,,,0.0,3.46342275292,0.0,2.47074514078,0.0,0.0,0.0,0.0,3066.16762917,"LINESTRING (2577371.617021775 650345.1467883546, 2577385.245300401 649862.7232426056, 2577447.383483808 649718.3882572417, 2577689.842361806 649009.8413440593, 2577746.18857479 648159.0118731756, 2577944.01423586 647045.3652768719, 2578131.645841822 646415.7710909072, 2578293.691035378 646299.0326141826, 2578729.546706367 645671.0378975536, 2579409.653575671 644953.5414998983, 2579467.088379545 644892.8566100684, 2579829.657822311 644518.2061399284, 2580028.863087615 644322.1588355604, 2579807.734878692 644157.2744816559, 2579703.001232635 644078.5973197115, 2579333.359447589 643808.626670248, 2579135.472470346 643662.4441271676, 2579025.933155616 643583.6667377909)",4882,"33M8+P9 Knoxville, Tennessee",ALDI,222-222@8g9-gx6-2hq,sg:fe021674ec79404994fc780407d3ee8a,36.084456,-83.934116,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""10:00"", ""19:00""]] }",470930000000.0,470930062022,25.0
201,"33JG+97 Knoxville, Tennessee",1,"470930062031 - 33JG+97 Knoxville, Tennessee",2,1,470930062031,,,,,0.0,4.50936026836,0.0,2.48416501011,0.0,0.0,0.0,0.0,3076.41867796,"LINESTRING (2585638.558657384 644282.5611067277, 2585493.999154381 644438.2728226669, 2585161.671167879 644777.0877846054, 2584560.080598529 645408.7384735267, 2584407.084064623 645237.9876621459, 2583756.764172115 644688.8982850229, 2583287.887616079 644362.1480115439, 2582871.896631371 644327.8173533977, 2582219.34232321 644299.3935285632, 2581905.817698122 644310.945384866, 2581787.497890554 644315.7175771999, 2581589.262070018 644326.0774966019, 2581375.407301023 644376.1597126853, 2581313.062018631 644389.4027208176, 2581207.153043027 644226.9496213499, 2581034.815117777 643851.9061065512, 2581006.892582771 643774.8517990834, 2580914.929845292 643372.383309023, 2580897.179720934 643233.6458663355, 2580890.012844131 643153.3900077571, 2580888.677381815 643076.8987447242, 2580886.006411839 642923.9161462906, 2580890.039894211 642873.02649771, 2580906.611440436 642509.268287415, 2580920.870578655 642254.6938304474, 2580929.862830719 642109.2407653877, 2580991.827301888 642114.1944765153, 2580986.02038729 642248.791569429, 2580983.78460326 642354.3360126895, 2580979.13415654 642434.3413827522, 2580974.098248021 642532.5441595726, 2580973.327294317 642568.93884875, 2580970.16066337 642635.7530440332)",5389,"33JG+97 Knoxville, Tennessee",Food City,224-223@8g9-gx6-h89,sg:1b398841de7947d18fe70f3e8b4e6650,36.080977,-83.924362,,470930000000.0,470930062031,4.0
202,"33CF+6R Knoxville, Tennessee",1,"470930062032 - 33CF+6R Knoxville, Tennessee",1,1,470930062032,,,,,0.0,6.71552982121,0.0,4.09395661903,0.0,0.0,0.0,0.0,5059.81639029,"LINESTRING (2586550.010009782 639279.5369644029, 2586419.695561943 639014.5927437985, 2586268.851550393 638880.2903455334, 2586455.231769883 638596.6262349313, 2587356.849197783 637490.8086627848, 2587453.9742855 637372.7309576244, 2586668.067769438 636937.1950444255, 2586302.12715735 636630.8054668971, 2585234.590988305 635814.2623990719, 2584802.756961793 635546.5394276275, 2584500.327004913 635449.0690893253, 2584070.982519961 635341.6181039914, 2582987.820449072 634837.9609043413, 2582647.656202246 634706.9387349152, 2582032.387691137 634304.2849884782, 2582021.677083209 634948.5278764623, 2582014.57409752 635283.3563412008, 2582012.798351218 635367.0634517121, 2581996.212908189 635730.8192526306, 2581970.025034356 635850.4192702542, 2581950.596554134 635930.1110063172, 2581837.424492936 636248.1254159419, 2581781.533963194 636374.3777881882, 2581277.922941104 637539.7706027642, 2581185.524623918 637854.5867461005, 2581114.042641664 638158.9231445243, 2581066.893852835 638431.0056008459, 2581049.267638486 638565.3521496914, 2581038.399020448 638659.7901356448, 2581020.233397648 638819.6128168184, 2581037.654907576 638821.7328322005)",,,,,,,,,,,
203,"33CF+6R Knoxville, Tennessee",1,"470930062033 - 33CF+6R Knoxville, Tennessee",1,1,470930062033,,,,,0.0,2.82155927344,0.0,1.74773542158,0.0,0.0,0.0,0.0,2148.83362287,"LINESTRING (2584176.568812654 636451.6442297369, 2583738.932497838 636219.3353372372, 2583615.133983953 636202.1374435561, 2583380.250305316 636543.0454464896, 2583291.772175889 636672.2431397012, 2582896.183388882 636507.2695295879, 2582729.744465856 636270.7049572641, 2582448.56006386 636286.5805073821, 2582090.989797237 636140.6307124743, 2581903.106782798 636078.3876475317, 2581837.424492936 636248.1254159419, 2581781.533963194 636374.3777881882, 2581277.922941104 637539.7706027642, 2581185.524623918 637854.5867461005, 2581114.042641664 638158.9231445243, 2581049.267638486 638565.3521496914, 2581038.399020448 638659.7901356448, 2581020.233397648 638819.6128168184, 2581037.654907576 638821.7328322005)",,,,,,,,,,,
204,"33M8+P9 Knoxville, Tennessee",1,"470930062051 - 33M8+P9 Knoxville, Tennessee",2,2,470930062051,,,,,0.0,2.81790155189,0.0,1.75124931901,0.0,0.0,0.0,0.0,2152.44576057,"LINESTRING (2574553.958626138 644937.7186661152, 2574690.601551974 645061.7512595848, 2574976.534345036 645096.8766932008, 2575268.578850662 645263.2120728457, 2575343.448697784 645497.8128174926, 2575549.056790131 645698.7479456068, 2575718.302434343 645520.2480392634, 2575930.206698047 645280.7467511209, 2576189.608558627 645031.3222606619, 2576363.010156462 644936.6582357953, 2576404.749969707 644919.3303697059, 2576842.444574775 644764.6883412836, 2577111.147400484 644635.6232016163, 2577159.562280486 644582.0263492902, 2577333.582946052 644458.2521977021, 2577815.06274131 644049.6706178233, 2577874.682936545 644025.4395513792, 2578049.400568462 643868.9148065605, 2578344.13033088 643627.535965065, 2578626.049584859 643433.224059246, 2578736.815349754 643366.3811660893, 2578835.645735885 643444.9300635001, 2578914.257280672 643501.205873837, 2579010.286197308 643572.4142350114, 2579025.933155616 643583.6667377909)",4880,"33M8+P9 Knoxville, Tennessee",ALDI,222-222@8g9-gx6-2hq,sg:fe021674ec79404994fc780407d3ee8a,36.084456,-83.934116,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""10:00"", ""19:00""]] }",470930000000.0,470930062051,27.0
205,"33M8+P9 Knoxville, Tennessee",1,"470930062052 - 33M8+P9 Knoxville, Tennessee",2,2,470930062052,,,,,0.0,8.01293621855,0.0,6.08695810761,0.0,0.0,0.0,0.0,7518.94027675,"LINESTRING (2566779.591550279 647325.5481039042, 2566724.506680492 647131.4315712464, 2566632.016589633 647031.2091733057, 2566423.403875554 646830.2760396013, 2566562.896370905 646658.3903775266, 2566589.446510562 646374.9366616469, 2566759.175824207 646312.9096221973, 2566823.602443457 646055.727268707, 2566882.423441741 645783.8650165132, 2566739.033973482 645715.3582401531, 2566638.279821715 645585.8362874768, 2566623.266415553 645454.4475017646, 2566664.906547954 645298.743364374, 2567074.642437007 644921.2713285424, 2567166.595648238 644904.9700249515, 2567432.160576487 644925.0346391954, 2567542.113758914 644610.5403204755, 2567480.215208899 644459.9740792647, 2567177.041337497 644115.0761889701, 2567010.764124283 644009.6836745921, 2567115.726964687 643793.3931906167, 2567371.657701211 643565.6655339282, 2567546.381921422 643263.4362510791, 2567690.498149722 642869.547322062, 2567926.504311603 642462.9996480359, 2568047.318638146 642338.0677567017, 2568293.575399666 642150.1990703011, 2568572.929543252 641791.8895671522, 2569109.621907545 641282.361585252, 2569427.331094 641070.4992675701, 2570496.7003025 639964.015027039, 2570840.421121234 639639.8367835304, 2571053.756941394 639757.1541997453, 2571224.820269955 639775.2835978462, 2572291.979930437 639488.0569262333, 2572507.211779089 639514.398155252, 2572766.902871761 639676.38954244, 2573429.817841384 640203.6405751028, 2574411.164243917 640908.7084425323, 2575426.668833938 641814.7871108593, 2575881.437271044 642115.6228721994, 2577086.332300255 642585.1707420642, 2578613.966404626 643305.5310777983, 2578736.815349754 643366.3811660893, 2578835.645735885 643444.9300635001, 2578914.257280672 643501.205873837, 2579010.286197308 643572.4142350114, 2579025.933155616 643583.6667377909)",4879,"33M8+P9 Knoxville, Tennessee",ALDI,222-222@8g9-gx6-2hq,sg:fe021674ec79404994fc780407d3ee8a,36.084456,-83.934116,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""10:00"", ""19:00""]] }",470930000000.0,470930062052,32.0
206,"2XVW+RQ Powell, Tennessee",1,"470930062061 - 2XVW+RQ Powell, Tennessee",2,2,470930062061,,,,,0.0,6.19346198545,0.0,4.166901466,0.0,0.0,0.0,0.0,5153.66335443,"LINESTRING (2559276.295163465 639401.446543293, 2559433.67964924 639207.8632125006, 2559186.083206615 639173.676090845, 2558873.68497115 638693.9630485554, 2557819.80394015 637900.5695263564, 2556856.644644037 637294.75349534, 2556586.580285662 637056.2353291439, 2556699.685997665 636872.8436768089, 2556780.813904191 636517.6746347084, 2557194.703183151 635644.9712802874, 2557693.318310027 635258.2547833524, 2557838.647026715 635090.0883206868, 2558376.82033315 633779.372054491, 2558945.625206526 633142.8785531807, 2559114.928378567 632815.0030902296, 2559594.57054341 631768.9080480466, 2559809.762011799 631511.1539622219, 2560020.141304745 631344.3280051344, 2560152.340244219 631241.4425203324, 2560249.074719126 631137.8322038579, 2560292.015091503 631062.2494766783, 2560329.11913019 630982.906341026, 2560390.910155539 630853.0942480313, 2560200.06785172 630787.2925046292, 2560141.329728817 630767.8860941539, 2559809.737002993 630644.5932965073, 2559692.7803152 630580.3053166762, 2559532.159032171 630482.3567678872, 2559441.652475768 630425.8925888591, 2559345.457450382 630358.3893704632, 2559202.715925825 630253.5256227083, 2559092.336287615 630156.6056659033, 2558956.172681294 630019.1086698917, 2558753.291502359 629818.3537711765, 2558617.124660582 629680.8584284161, 2558498.096852488 629572.8413810498, 2558483.584545346 629559.3437853463)",,,,,,,,,,,
207,"2XVW+RQ Powell, Tennessee",1,"470930062062 - 2XVW+RQ Powell, Tennessee",1,2,470930062062,,,,,0.0,7.96202034048,0.0,4.64067476791,0.0,0.0,0.0,0.0,5731.37325763,"LINESTRING (2565276.725549759 639531.7593224903, 2565014.26318879 639358.8557723654, 2564906.715921905 639127.2518582324, 2565144.114368057 638939.1738745003, 2565355.724702213 638568.5135301058, 2565388.502351436 638412.6253239722, 2565268.68447523 638202.6131805625, 2564964.440165928 637905.0528822588, 2564564.330949191 637525.4172341923, 2564245.373024329 637223.920638031, 2564107.469013924 637173.746641066, 2564171.332901978 636800.0356787767, 2564524.602741998 636297.569566509, 2564612.472090983 636193.7906035923, 2565635.020002594 635206.3195956348, 2565030.745729513 634403.7454682861, 2564452.795474055 633900.2915115786, 2563849.684807547 633469.152558371, 2563645.66378089 633326.5946455958, 2563573.0552654 633263.2031446521, 2563488.999644822 633181.3714045881, 2563408.497985271 633070.4847944827, 2563167.139111412 632442.9066752727, 2562735.466035099 632011.6763042035, 2562348.974364351 631683.3289095581, 2562030.567263546 631494.7425377957, 2561849.121497458 631403.6355908929, 2561502.989490711 631269.1016045773, 2561423.714278038 631241.9893592013, 2561279.940333107 631188.0682871095, 2561256.445587396 631180.3048722318, 2561095.087458475 631118.7423426607, 2560511.192191615 630899.2480496343, 2560200.06785172 630787.2925046292, 2560141.329728817 630767.8860941539, 2559809.737002993 630644.5932965073, 2559692.7803152 630580.3053166762, 2559532.159032171 630482.3567678872, 2559441.652475768 630425.8925888591, 2559345.457450382 630358.3893704632, 2559202.715925825 630253.5256227083, 2559092.336287615 630156.6056659033, 2558956.172681294 630019.1086698917, 2558753.291502359 629818.3537711765, 2558617.124660582 629680.8584284161, 2558498.096852488 629572.8413810498, 2558483.584545346 629559.3437853463)",,,,,,,,,,,
208,"2XVW+RQ Powell, Tennessee",1,"470930062071 - 2XVW+RQ Powell, Tennessee",1,1,470930062071,,,,,0.0,5.65162147828,0.0,4.21382861192,0.0,0.0,0.0,0.0,5204.92639951,"LINESTRING (2564642.13835291 629159.9413066647, 2564601.419960326 629413.973540366, 2564276.319434849 629836.9156813179, 2564198.606498882 630021.0070397297, 2563094.070939494 629237.3095696132, 2562495.365729436 628729.8315587774, 2562278.691550725 628481.4356753754, 2562091.571247587 628233.6477325297, 2561792.157094563 627837.9174768603, 2561594.370174359 627677.2983912295, 2561477.40503949 627613.0034362427, 2561296.231086623 627507.3422922572, 2561240.741066742 627473.4362810862, 2561096.079701293 627317.5503032629, 2561044.614623421 627087.1129707113, 2561013.369601996 626591.2966254947, 2560879.532963187 626195.3275841208, 2560673.379700186 625575.7781146675, 2560600.842833335 625363.1156620034, 2560480.067945624 625484.4380781732, 2560425.890873574 625530.6623351298, 2560170.234624393 625740.2516760572, 2560034.831758128 625853.9944857213, 2559699.369357819 626061.9561051474, 2559374.266464725 626197.3130898493, 2559175.455807643 626375.3029693197, 2559042.792896078 626500.0294061326, 2558696.709372896 626649.5296910995, 2558354.32749372 626762.6995348239, 2558177.776355293 626864.6890876262, 2557908.915893157 627143.2075964202, 2557754.829371225 627303.9133090705, 2557579.534933209 627489.6748697301, 2557519.009867648 627557.6212221883, 2557361.749824708 627729.1875275171, 2557162.073218666 627950.8653230002, 2557041.10124784 628083.1204673932, 2557144.843594232 628216.3071693004, 2557188.06950538 628271.8017893679, 2557566.60436814 628705.5043045012, 2557691.328611679 628824.5563506406, 2557993.160315119 629103.7808033272, 2558132.436950495 629234.0543285946, 2558323.949465775 629412.7268274616, 2558382.023551711 629464.8849739216, 2558483.584545346 629559.3437853463)",,,,,,,,,,,
