StoreID,customer_Title,customer_PlusCode,placekey,safegraph_place_id,latitude,longitude,visitor_home_cbgs_key,visitor_home_cbgs_value,TotalPop,Hispanic,White,Black,Asian,Hispanic_Frac,White_Frac,Black_Frac,Asian_Frac,census_block_group,PopulDetermPoverty_Under50,PopulDetermPoverty_50to99,PopulDetermPoverty,BelowPovertyLine_frac
78,Food City,"269C+RP Knoxville, Tennessee",222-222@8g9-gw3-mkz,sg:aef0c19ed9fa4f2b9daedc916182bc97,36.019509,-83.778225,4.71E+11,4,1842,28,984,635,0,0.014909478,0.523961661,0.338125666,0,4.71E+11,399,879,1840,0.694565217
88,Tio Conejo,"236G+RW Knoxville, Tennessee",224-222@8g9-gwn-q9f,sg:c9616be305294ec48329a12dc174633c,36.012013,-83.922608,4.71E+11,4,2756,28,984,635,0,0.014909478,0.523961661,0.338125666,0,4.71E+11,399,879,1840,0.694565217
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,4,1723,28,984,635,0,0.014909478,0.523961661,0.338125666,0,4.71E+11,399,879,1840,0.694565217
2,Kroger,"X3VH+69 Knoxville, Tennessee",222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,4.71E+11,4,1126,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.71E+11,6,1468,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
39,La Lupita Mexican Store and Restaurant #2,"Q3V3+PQ Maryville, Tennessee",225-222@8g9-m6k-68v,sg:ab032813cb544af1a450d9a18a79757a,35.79429,-83.945606,4.71E+11,4,1554,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
47,United Grocery Outlet,"W3MV+W7 Knoxville, Tennessee",zzy-222@8g9-mhd-dd9,sg:279869dae00b49a88c6bf4b53e79f874,35.934756,-83.906981,4.71E+11,4,216,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,12,1207,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
65,Walmart Grocery Pickup,"W564+JF Knoxville, Tennessee",222-225@8g9-mj8-s89,sg:0aa89a4868b54511a061fb0bfccc8dfc,35.911584,-83.843819,4.71E+11,32,1646,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
81,Copper Cellar Marketplace,"WV6V+M2 Knoxville, Tennessee",zzw-222@8g9-mhn-zmk,sg:bbabc9705cbd44669a7d4c1068cb73d4,35.956155,-83.93433,4.71E+11,4,965,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,7,1068,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
114,Whole Foods Market,"WXMM+6Q Knoxville, Tennessee",228-222@8g9-xqx-6ff,sg:cd9e3deb9513498b8091a4ec68b790e2,35.933085,-84.015477,4.71E+11,4,951,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
118,ALDI,"W2P6+V5 Knoxville, Tennessee",zzw-223@8g9-mkf-h5z,sg:ee4c7779e4ed41b2a6107c51a658cfa5,35.937089,-83.989496,4.71E+11,5,1802,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
124,Kroger Grocery Pickup and Delivery,"WW76+C9 Knoxville, Tennessee",zzw-222@8g9-m96-68v,sg:6a4ce399508342bf9690543dac6a4bae,35.913714,-84.089227,4.71E+11,4,3119,101,1543,232,0,0.049534085,0.756743502,0.113781265,0,4.71E+11,198,308,2039,0.248160863
2,Kroger,"X3VH+69 Knoxville, Tennessee",222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,4.71E+11,4,933,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
7,Kroger,"2X5G+FG Knoxville, Tennessee",zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,4.71E+11,4,1665,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
8,Kroger,"W2Q8+V4 Knoxville, Tennessee",zzw-222@8g9-xr2-djv,sg:714989131c9941009f69bdb76e86e207,35.939652,-83.984638,4.71E+11,4,751,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
15,Food City,"2X93+55 Powell, Tennessee",zzw-225@8g9-xn5-mkz,sg:3106c98a771a478fa9e336cb703c4e97,36.017901,-84.047098,4.71E+11,4,742,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
21,Food City,"WXMX+JJ Knoxville, Tennessee",223-223@8g9-mkf-33q,sg:12be941abfc24e6393689e101457bf10,35.934116,-84.000896,4.71E+11,4,1345,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
54,Walmart Supercenter,"VVX2+XW Knoxville, Tennessee",222-223@8g9-mbq-rp9,sg:11523b7059fd46dcbdfd5dfea9352337,35.899963,-84.147615,4.71E+11,4,2379,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,4,2209,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
65,Walmart Grocery Pickup,"W564+JF Knoxville, Tennessee",222-225@8g9-mj8-s89,sg:0aa89a4868b54511a061fb0bfccc8dfc,35.911584,-83.843819,4.71E+11,4,3291,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,9,1938,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
104,Walmart Neighborhood Market,"XXGQ+HH Knoxville, Tennessee",222-222@8g9-xqv-pd9,sg:89c3e565fcaa4da1b2c2008f8252c4a6,35.976411,-84.0112,4.71E+11,5,1424,40,911,132,0,0.036463081,0.830446673,0.120328168,0,4.71E+11,49,201,1097,0.227894257
2,Kroger,"X3VH+69 Knoxville, Tennessee",222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,4.71E+11,4,1428,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
24,Food City,"23FC+W9 Knoxville, Tennessee",222-222@8g9-gwn-7wk,sg:39479daf3de34159a6da2945052cfd21,36.024811,-83.929117,4.71E+11,9,2022,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
36,ALDI,"2X3G+JQ Knoxville, Tennessee",222-222@8g9-xnf-wzf,sg:c85579b04c03452084cfd79965f33b8a,36.004068,-84.023253,4.71E+11,4,3721,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
54,Walmart Supercenter,"VVX2+XW Knoxville, Tennessee",222-223@8g9-mbq-rp9,sg:11523b7059fd46dcbdfd5dfea9352337,35.899963,-84.147615,4.71E+11,4,1926,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,4,1425,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
60,Walmart Supercenter,"2P5W+GQ Oak Ridge, Tennessee",zzw-223@8g9-xdy-9s5,sg:e9a6f59e57184a11b8159023f528cff4,36.008913,-84.253074,4.71E+11,4,898,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
73,Kroger,"23M9+39 Knoxville, Tennessee",222-224@8g9-gx7-qfz,sg:1ca9a4464c044f4aa53456fdad521e78,36.032881,-83.931684,4.71E+11,5,1407,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
74,Publix Super Market at University Commons,"W3X6+X5 Knoxville, Tennessee",222-222@8g9-mhp-rhq,sg:ff89f397f1534714be6bf4b727fbfbf3,35.950105,-83.939675,4.71E+11,4,1849,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
75,ALDI,"33M8+P9 Knoxville, Tennessee",222-222@8g9-gx6-2hq,sg:fe021674ec79404994fc780407d3ee8a,36.084456,-83.934116,4.71E+11,18,2463,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
84,Food City,"7634+6M Maynardville, Tennessee",224-222@8g9-gdk-cbk,sg:2d8ce6a14ca1412098d9263ea8809db4,36.253005,-83.793257,4.71E+11,4,437,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
86,Food City,"33JG+97 Knoxville, Tennessee",224-223@8g9-gx6-h89,sg:1b398841de7947d18fe70f3e8b4e6650,36.080977,-83.924362,4.71E+11,4,1551,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,7,2791,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
114,Whole Foods Market,"WXMM+6Q Knoxville, Tennessee",228-222@8g9-xqx-6ff,sg:cd9e3deb9513498b8091a4ec68b790e2,35.933085,-84.015477,4.71E+11,4,1893,0,2470,0,14,0,0.994363929,0,0.005636071,4.71E+11,36,37,2452,0.029771615
2,Kroger,"X3VH+69 Knoxville, Tennessee",222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,4.72E+11,4,1367,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
35,The Fresh Market,"W2RC+PJ Knoxville, Tennessee",22h-222@8g9-mkj-2zf,sg:a2d5d7505a6348e0a9f46b85b6e82f73,35.941898,-83.978421,4.72E+11,4,620,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
42,Price Less Foods,"4G99+Q5 Jefferson City, Tennessee",zzw-223@8g9-ghk-8d9,sg:40f71d404a824fbfbdb34f08f95fe725,36.119345,-83.482048,4.72E+11,4,2276,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
47,United Grocery Outlet,"W3MV+W7 Knoxville, Tennessee",zzy-222@8g9-mhd-dd9,sg:279869dae00b49a88c6bf4b53e79f874,35.934756,-83.906981,4.72E+11,4,1415,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
73,Kroger,"23M9+39 Knoxville, Tennessee",222-224@8g9-gx7-qfz,sg:1ca9a4464c044f4aa53456fdad521e78,36.032881,-83.931684,4.72E+11,4,1408,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
75,ALDI,"33M8+P9 Knoxville, Tennessee",222-222@8g9-gx6-2hq,sg:fe021674ec79404994fc780407d3ee8a,36.084456,-83.934116,4.72E+11,7,2519,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
84,Food City,"7634+6M Maynardville, Tennessee",224-222@8g9-gdk-cbk,sg:2d8ce6a14ca1412098d9263ea8809db4,36.253005,-83.793257,4.72E+11,11,2199,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.72E+11,4,2723,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
111,Kroger,"V6GG+R7 Seymour, Tennessee",222-223@8g9-gsd-gc5,sg:7279cfa6cf2c4e24a9e33cb1f4e10b87,35.876967,-83.774314,4.72E+11,5,1851,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
124,Kroger Grocery Pickup and Delivery,"WW76+C9 Knoxville, Tennessee",zzw-222@8g9-m96-68v,sg:6a4ce399508342bf9690543dac6a4bae,35.913714,-84.089227,4.72E+11,4,2026,0,1417,0,0,0,0.980622837,0,0,4.72E+11,111,130,1402,0.17189729
2,Kroger,"X3VH+69 Knoxville, Tennessee",222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,4.71E+11,4,1621,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
7,Kroger,"2X5G+FG Knoxville, Tennessee",zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,4.71E+11,4,1568,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
8,Kroger,"W2Q8+V4 Knoxville, Tennessee",zzw-222@8g9-xr2-djv,sg:714989131c9941009f69bdb76e86e207,35.939652,-83.984638,4.71E+11,4,1449,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.71E+11,8,1622,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
24,Food City,"23FC+W9 Knoxville, Tennessee",222-222@8g9-gwn-7wk,sg:39479daf3de34159a6da2945052cfd21,36.024811,-83.929117,4.71E+11,4,885,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
35,The Fresh Market,"W2RC+PJ Knoxville, Tennessee",22h-222@8g9-mkj-2zf,sg:a2d5d7505a6348e0a9f46b85b6e82f73,35.941898,-83.978421,4.71E+11,4,765,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
36,ALDI,"2X3G+JQ Knoxville, Tennessee",222-222@8g9-xnf-wzf,sg:c85579b04c03452084cfd79965f33b8a,36.004068,-84.023253,4.71E+11,4,1491,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
54,Walmart Supercenter,"VVX2+XW Knoxville, Tennessee",222-223@8g9-mbq-rp9,sg:11523b7059fd46dcbdfd5dfea9352337,35.899963,-84.147615,4.71E+11,4,1330,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,26,1793,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
60,Walmart Supercenter,"2P5W+GQ Oak Ridge, Tennessee",zzw-223@8g9-xdy-9s5,sg:e9a6f59e57184a11b8159023f528cff4,36.008913,-84.253074,4.71E+11,4,1027,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
64,Food City,"X384+FG Knoxville, Tennessee",zzw-222@8g9-mhn-vj9,sg:c89ae590764e4186820fc46311fdccf8,35.96643,-83.942448,4.71E+11,4,1117,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
65,Walmart Grocery Pickup,"W564+JF Knoxville, Tennessee",222-225@8g9-mj8-s89,sg:0aa89a4868b54511a061fb0bfccc8dfc,35.911584,-83.843819,4.71E+11,15,2997,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
67,Food City,"WVXP+9V Knoxville, Tennessee",zzw-222@8g9-m8z-zzz,sg:4f1b9f16ff12461ab417747df93a3935,35.948593,-84.112416,4.71E+11,4,658,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
72,El Girasol,"W2R8+Q4 Knoxville, Tennessee",zzw-223@8g9-xr2-gx5,sg:831eb6f51c5c47dc868654b9fe906a90,35.941991,-83.984688,4.71E+11,4,991,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
74,Publix Super Market at University Commons,"W3X6+X5 Knoxville, Tennessee",222-222@8g9-mhp-rhq,sg:ff89f397f1534714be6bf4b727fbfbf3,35.950105,-83.939675,4.71E+11,4,1083,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
81,Copper Cellar Marketplace,"WV6V+M2 Knoxville, Tennessee",zzw-222@8g9-mhn-zmk,sg:bbabc9705cbd44669a7d4c1068cb73d4,35.956155,-83.93433,4.71E+11,9,1133,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
87,Publix Super Market at Northshore Town Center,"VW6F+6C Knoxville, Tennessee",222-224@8g9-m8f-t5f,sg:5783a7f863584f7e8cfcaf1fbf39aac7,35.860586,-84.076468,4.71E+11,4,1893,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,9,1121,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
104,Walmart Neighborhood Market,"XXGQ+HH Knoxville, Tennessee",222-222@8g9-xqv-pd9,sg:89c3e565fcaa4da1b2c2008f8252c4a6,35.976411,-84.0112,4.71E+11,4,618,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
114,Whole Foods Market,"WXMM+6Q Knoxville, Tennessee",228-222@8g9-xqx-6ff,sg:cd9e3deb9513498b8091a4ec68b790e2,35.933085,-84.015477,4.71E+11,4,697,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
118,ALDI,"W2P6+V5 Knoxville, Tennessee",zzw-223@8g9-mkf-h5z,sg:ee4c7779e4ed41b2a6107c51a658cfa5,35.937089,-83.989496,4.71E+11,4,2335,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
122,Walmart Supercenter,"RPCP+R5 Lenoir City, Tennessee",zzw-222@8g8-ytq-kcq,sg:5acb31613ec341fe9d6e344b911e8065,35.822019,-84.264578,4.71E+11,4,1794,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
124,Kroger Grocery Pickup and Delivery,"WW76+C9 Knoxville, Tennessee",zzw-222@8g9-m96-68v,sg:6a4ce399508342bf9690543dac6a4bae,35.913714,-84.089227,4.71E+11,4,2549,72,1702,206,59,0.033755274,0.797937178,0.09657759,0.027660572,4.71E+11,414,75,884,0.553167421
2,Kroger,"X3VH+69 Knoxville, Tennessee",222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,4.71E+11,4,843,27,1200,122,0,0.019579405,0.870195794,0.088469906,0,4.71E+11,390,147,1345,0.399256506
9,Publix Super Market at Turkey Creek,"VRVH+9W Knoxville, Tennessee",222-222@8g9-mbm-sh5,sg:0bc6fcc6e1734a17bd75e9ad91b0fdd4,35.8934,-84.17021,4.71E+11,4,895,27,1200,122,0,0.019579405,0.870195794,0.088469906,0,4.71E+11,390,147,1345,0.399256506
52,Three Rivers Market,"X3JC+HQ Knoxville, Tennessee",22c-222@8g9-mht-skf,sg:646b2e8d421745c58534af326dde69d6,35.981385,-83.928022,4.71E+11,4,661,27,1200,122,0,0.019579405,0.870195794,0.088469906,0,4.71E+11,390,147,1345,0.399256506
65,Walmart Grocery Pickup,"W564+JF Knoxville, Tennessee",222-225@8g9-mj8-s89,sg:0aa89a4868b54511a061fb0bfccc8dfc,35.911584,-83.843819,4.71E+11,6,856,27,1200,122,0,0.019579405,0.870195794,0.088469906,0,4.71E+11,390,147,1345,0.399256506
73,Kroger,"23M9+39 Knoxville, Tennessee",222-224@8g9-gx7-qfz,sg:1ca9a4464c044f4aa53456fdad521e78,36.032881,-83.931684,4.71E+11,4,828,27,1200,122,0,0.019579405,0.870195794,0.088469906,0,4.71E+11,390,147,1345,0.399256506
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,4,1363,27,1200,122,0,0.019579405,0.870195794,0.088469906,0,4.71E+11,390,147,1345,0.399256506
2,Kroger,"X3VH+69 Knoxville, Tennessee",222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,4.71E+11,4,1826,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
4,Dollar General,"V3Q7+MM Knoxville, Tennessee",223-223@8g9-mhh-zs5,sg:e2c15c70b1a34dcdae5f2b43c2b84ad8,35.889214,-83.935744,4.71E+11,4,883,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
7,Kroger,"2X5G+FG Knoxville, Tennessee",zzw-222@8g9-xnf-whq,sg:5576b71685e74d9792f37042fdeec0e4,36.008756,-84.023602,4.71E+11,8,1355,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
11,Target Grocery,"VRXX+X7 Knoxville, Tennessee",zzw-222@8g9-mbq-r49,sg:b5d075cfdc4348abb3b195bc8238cd56,35.900407,-84.15168,4.71E+11,4,756,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
15,Food City,"2X93+55 Powell, Tennessee",zzw-225@8g9-xn5-mkz,sg:3106c98a771a478fa9e336cb703c4e97,36.017901,-84.047098,4.71E+11,4,1105,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
24,Food City,"23FC+W9 Knoxville, Tennessee",222-222@8g9-gwn-7wk,sg:39479daf3de34159a6da2945052cfd21,36.024811,-83.929117,4.71E+11,4,1123,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
56,Food City,"47MP+W4 Blaine, Tennessee",222-222@8g9-g88-c3q,sg:11982fd159bb4e42993e22bc8cc928df,36.134503,-83.714827,4.71E+11,4,1051,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,4,1467,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
59,Gordon Food Service Store,"WW65+22 Knoxville, Tennessee",222-222@8g9-m95-kfz,sg:691bef878b834fcc9129b8aeebd57a5e,35.910077,-84.092382,4.71E+11,5,750,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
73,Kroger,"23M9+39 Knoxville, Tennessee",222-224@8g9-gx7-qfz,sg:1ca9a4464c044f4aa53456fdad521e78,36.032881,-83.931684,4.71E+11,17,2786,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
93,United Grocery Outlet,"33CF+6R Knoxville, Tennessee",zzw-223@8g9-gx6-z2k,sg:00eb9d081fda495ea4d99fc277281e60,36.070615,-83.925304,4.71E+11,4,1161,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
97,Walmart Supercenter,"WWGP+FW Knoxville, Tennessee",222-222@8g9-m9r-q75,sg:d447efccc2824421aa4615463b58df40,35.926442,-84.062571,4.71E+11,12,1740,81,1927,0,33,0.037447989,0.890892279,0,0.015256588,4.71E+11,28,69,2163,0.044845123
2,Kroger,"X3VH+69 Knoxville, Tennessee",222-222@8g9-gww-3kf,sg:db69d6a73ba9487ea79c452c2d8e1465,35.992802,-83.921691,4.71E+11,4,0,67,1332,92,0,0.044756179,0.889779559,0.061456246,0,4.71E+11,86,131,1497,0.14495658
13,ALDI,"24MJ+RQ Knoxville, Tennessee",223-222@8g9-gv4-6hq,sg:e9311e410ce046e0b288f2f4c318b9d0,36.034539,-83.868061,4.71E+11,4,1702,67,1332,92,0,0.044756179,0.889779559,0.061456246,0,4.71E+11,86,131,1497,0.14495658
24,Food City,"23FC+W9 Knoxville, Tennessee",222-222@8g9-gwn-7wk,sg:39479daf3de34159a6da2945052cfd21,36.024811,-83.929117,4.71E+11,5,921,67,1332,92,0,0.044756179,0.889779559,0.061456246,0,4.71E+11,86,131,1497,0.14495658
35,The Fresh Market,"W2RC+PJ Knoxville, Tennessee",22h-222@8g9-mkj-2zf,sg:a2d5d7505a6348e0a9f46b85b6e82f73,35.941898,-83.978421,4.71E+11,4,740,67,1332,92,0,0.044756179,0.889779559,0.061456246,0,4.71E+11,86,131,1497,0.14495658
53,Oak Ridge Farmers Market,"2QH5+HQ Oak Ridge, Tennessee",222-222@8g9-xdr-bx5,sg:eeaabd0b54d94eb0bf437871501aabc7,36.02891,-84.240613,4.71E+11,4,1310,67,1332,92,0,0.044756179,0.889779559,0.061456246,0,4.71E+11,86,131,1497,0.14495658
57,Target Grocery,"WXC2+HQ Knoxville, Tennessee",222-223@8g9-m9p-q4v,sg:08c8687602b4424db446d20428e97dc0,35.921766,-84.047911,4.71E+11,4,1725,67,1332,92,0,0.044756179,0.889779559,0.061456246,0,4.71E+11,86,131,1497,0.14495658
73,Kroger,"23M9+39 Knoxville, Tennessee",222-224@8g9-gx7-qfz,sg:1ca9a4464c044f4aa53456fdad521e78,36.032881,-83.931684,4.71E+11,13,3052,67,1332,92,0,0.044756179,0.889779559,0.061456246,0,4.71E+11,86,131,1497,0.14495658
88,Tio Conejo,"236G+RW Knoxville, Tennessee",224-222@8g9-gwn-q9f,sg:c9616be305294ec48329a12dc174633c,36.012013,-83.922608,4.71E+11,4,2939,67,1332,92,0,0.044756179,0.889779559,0.061456246,0,4.71E+11,86,131,1497,0.14495658
93,United Grocery Outlet,"33CF+6R Knoxville, Tennessee",zzw-223@8g9-gx6-z2k,sg:00eb9d081fda495ea4d99fc277281e60,36.070615,-83.925304,4.71E+11,6,1078,67,1332,92,0,0.044756179,0.889779559,0.061456246,0,4.71E+11,86,131,1497,0.14495658
